x1,x2,x3,x4,x5,x6,x7
1.163308186,-1.26734779,4.954925109,3.646180057,4.461941316,-0.172548582,-0.17375078
0.433109487,-1.172648585,4.345776273,5.372532999,4.587341313,0.351004959,0.17562747
1.053110947,-1.105930881,5.043681831,3.725973046,4.247529507,-0.337412548,-0.018040926
1.590982299,-0.955474909,5.827733106,2.571561226,3.839552949,-0.948626085,-0.054114964
1.334104226,-0.8694521,5.70527539,3.211281657,3.78090702,-0.876777785,0.139998061
0.618598832,-0.991597627,4.789398054,4.739991787,4.263816554,-0.063118406,0.252822436
1.80127393,-1.184274463,5.727304983,2.361192226,4.099953824,-0.786739741,-0.282201684
1.638356978,-1.164567877,5.697919252,3.368919802,3.886664262,-1.029531492,0.157668914
1.113146542,-1.150492526,5.067434103,3.840209276,4.288143899,-0.280649768,-0.021272545
1.516986123,-1.389848248,5.103456655,2.943796883,4.613245098,-0.105270063,-0.463194309
0.612487711,-0.563320846,5.350186528,4.424284168,3.660010117,-0.581983419,0.526881804
0.874549391,-1.077485901,5.007037531,4.384058982,4.084598422,-0.526361677,0.269348
0.738707663,-1.590213949,4.088986374,4.767232454,5.056246931,0.532408179,-0.230439398
0.508940412,-0.70227953,5.018256329,4.378971697,3.996144149,-0.181197938,0.262612359
1.246173545,-0.738423117,5.728036225,3.187277073,3.750969629,-0.738824828,0.152442011
0.923419935,-0.695226533,5.357263812,3.59770037,4.043684782,-0.096345982,0.013425031
0.495052776,-1.370520611,4.056807388,5.087583221,5.008640823,0.813104257,-0.192937916
1.420839288,-1.073529829,5.42583886,3.627987804,4.190812515,-0.260626832,-0.059516047
1.814273847,-1.086525116,5.770195027,1.702722436,4.168321085,-0.609218684,-0.550740176
1.140136209,-1.000114114,5.280836068,3.706364067,4.14612862,-0.321290758,-0.013395582
1.635655621,-1.010052111,5.813184676,2.476319608,3.867153571,-1.014092459,-0.062833
1.1682143,-1.195667188,5.208905351,4.254417656,4.024753865,-0.781260661,0.288615095
1.94836824,-1.393479071,5.547446841,2.25092868,4.426596595,-0.458301095,-0.552102597
0.996809368,-1.158242012,4.846373539,4.144637855,4.540118059,0.229327947,-0.133404844
2.115718774,-1.166056992,6.037682386,1.564746494,4.006209898,-0.99495317,-0.446846534
1.707530638,-1.051094516,5.817877266,2.426346107,3.921121236,-0.929648619,-0.152712386
1.135976935,-1.398127448,4.77098861,4.151914345,4.567888918,-0.064239533,-0.122602322
1.627102211,-0.933740209,5.953609565,2.562036785,3.638898921,-1.297498172,0.098395681
0.42007797,-1.140775869,4.424980132,5.274479078,4.420296941,0.03992086,0.285557373
1.380081522,-1.375776867,5.081087258,3.563105896,4.377053519,-0.466487639,-0.142658925
0.828239714,-1.313036834,4.472910043,4.469525758,4.813747058,0.514746887,-0.219183836
1.193714278,-1.162990656,5.101996267,3.868462243,4.368065358,-0.100254382,-0.090876371
0.813159957,-1.381820404,4.439194328,4.188341726,4.735050619,0.184231176,-0.239186048
1.842860862,-1.046878899,5.945247059,2.23072749,3.895083499,-0.951675339,-0.212662289
0.723941511,-0.718298503,5.257833525,4.52889093,3.847169981,-0.406853471,0.410555767
1.684766432,-0.88540675,5.946489322,2.499014835,3.834377791,-0.80962176,-0.105237363
0.936424888,-1.34882747,4.609974386,3.969133999,4.662816645,0.059637987,-0.210578552
1.235013221,-1.41293786,4.853143522,3.712472132,4.537837634,-0.220159742,-0.199092992
0.847531766,-1.195805558,4.724198887,4.263664027,4.484536049,0.011688012,-0.029998928
1.843256576,-1.221538535,5.696895647,2.514741094,4.17704982,-0.636356571,-0.312604551
1.624841215,-0.990954298,5.756194645,2.089445604,4.008124132,-0.751961701,-0.328483862
0.60687311,-1.490646697,4.204613964,4.967897137,4.707514969,-0.011192265,0.072673222
1.465750172,-1.064069232,5.514552864,2.750109922,4.112156524,-0.596111823,-0.195739145
2.159027087,-1.081702319,6.249614093,1.578525793,3.808782146,-1.241153857,-0.287915929
1.646741112,-1.099823899,5.764697631,2.84422338,3.851211182,-1.099546919,0.038865911
1.797345564,-1.258498825,5.595443706,2.142531417,4.252619776,-0.65228246,-0.478623685
1.058790869,-1.200170771,5.009604512,3.931098308,4.269074195,-0.42750503,0.0520378
1.767471371,-1.394316241,5.421877568,2.804923067,4.374879718,-0.494350356,-0.38033139
0.828875079,-1.017853487,4.980264584,4.475426351,4.107068516,-0.396940246,0.300772351
1.256584851,-1.09695291,5.257970402,3.424318595,4.243622961,-0.323071174,-0.112794472
1.670323045,-0.987806655,5.879147224,2.492407587,3.778725756,-1.125304961,0.006424848
0.843416107,-0.836402915,5.050441942,3.237016605,4.366389648,0.179751244,-0.297256745
1.659369613,-1.24941863,5.531248651,2.633628377,4.094477084,-0.908218106,-0.196929913
0.862746855,-0.916050982,5.06600349,4.11704774,4.224209904,-0.020204213,0.031257514
1.257525162,-1.40320052,4.886386568,3.698736944,4.620226119,-0.044666685,-0.274674498
1.378036707,-0.96475781,5.6405465,3.245110262,3.82722288,-0.92345131,0.152536564
1.965930534,-0.934816733,6.219352828,1.416794343,3.716030472,-1.277856629,-0.271082532
1.647778502,-1.25376464,5.408256671,2.278361705,4.420785395,-0.330363074,-0.542987832
1.298422748,-1.476274454,4.821438522,4.185860409,4.669307455,0.048586227,-0.160615591
1.48745569,-0.593853502,6.154507068,2.833549624,3.519326429,-0.934472848,0.185844951
1.447274809,-1.028849912,5.529653225,2.775890338,4.103306672,-0.54816531,-0.199506464
1.531489539,-1.407566788,5.08733084,2.903132703,4.651155606,-0.040184461,-0.529564131
2.048539933,-1.26149101,5.921824282,2.121364782,4.009584608,-1.04787266,-0.297724872
0.949510663,-0.820916474,5.356898024,3.644329388,3.902897595,-0.60950137,0.198329784
2.19507863,-1.405325513,5.919268788,2.273351917,4.048219708,-1.145097587,-0.244681454
0.432731078,-0.869440479,4.728753582,4.793998418,4.217661026,0.012724233,0.268764492
1.589495817,-1.05480161,5.649089688,2.571755418,4.050855358,-0.690739635,-0.214778464
2.040013559,-1.308914917,5.856654443,2.307431808,4.019173505,-1.079005686,-0.233517513
0.727951238,-1.190220747,4.641386214,4.82546469,4.418521081,-0.013604458,0.140045734
2.244316991,-1.070539489,6.465321951,2.014715443,3.483637415,-1.742209435,0.09163211
2.147207712,-0.881429978,6.524871736,1.907625685,3.457514957,-1.505857874,0.004676715
1.206877829,-0.952174855,5.359581916,3.058618422,4.138149914,-0.388559178,-0.134836597
-0.025563281,-0.84502818,4.357645534,5.361184806,4.218308234,-0.023612074,0.476757339
1.351204837,-1.183555321,5.22497182,2.954453879,4.354376573,-0.300329127,-0.336496367
1.59604275,-1.734167444,4.812326956,3.414946132,4.820416266,-0.143442531,-0.46519728
0.717980765,-0.440729522,5.534659185,3.495909704,3.655346159,-0.526394312,0.256374685
1.202124939,-1.265898444,5.046212402,4.125181256,4.317691368,-0.33932195,0.0605943
0.622204693,-0.832591895,4.926651762,4.770603046,4.205442776,0.132009028,0.232094261
2.035554259,-1.399716539,5.697885716,2.36615437,4.257486991,-0.752809807,-0.383540723
1.101224203,-0.96197474,5.229148194,2.992522372,4.246464161,-0.226452288,-0.250336469
1.290843547,-0.950457831,5.517363295,3.356101173,3.965127975,-0.626070239,0.06649808
1.892316637,-1.359787539,5.654812228,2.55663723,4.113918772,-0.993138975,-0.204112527
0.980520312,-0.826992468,5.286785142,3.167512441,4.099335839,-0.304719413,-0.098741615
1.800307167,-1.105895948,5.859893221,1.887556128,3.913549849,-1.115719935,-0.284103172
1.896481536,-1.457984392,5.380403454,1.783258871,4.610391757,-0.325621129,-0.786517331
0.793051756,-1.092634781,4.656604822,3.509956732,4.706070768,0.463254115,-0.432869891
1.16713412,-1.10015918,5.182634249,3.44852638,4.238822823,-0.367365905,-0.08441847
1.683376303,-1.593758257,5.050001567,2.704286772,4.740915824,-0.177555443,-0.624027839
1.074366522,-0.655198366,5.607653676,2.975722447,3.812209187,-0.581555692,0.028177126
1.144062291,-1.034140455,5.195674312,3.467214785,4.265994103,-0.192310972,-0.136775582
0.729070117,-1.080406599,4.750482628,4.559337206,4.384799249,0.02851919,0.098248088
2.377881774,-1.103022719,6.346863866,0.798808883,3.958268001,-1.04521727,-0.636615486
0.929042831,-0.808273507,5.392623427,4.201915175,3.738410908,-0.774653109,0.432528544
1.34688048,-1.539918979,4.840263255,3.590860582,4.610034619,-0.267037935,-0.296539765
1.291380329,-0.760421561,5.781980851,3.146583532,3.690412594,-0.905146445,0.207393124
1.393840228,-1.15580245,5.305681387,2.67952163,4.297691707,-0.441334877,-0.320022548
2.504835174,-1.226275734,6.27935717,0.649854051,4.151624271,-0.86384431,-0.784876067
1.02542994,-1.018351291,5.107194537,3.530564928,4.247428043,-0.239994794,-0.086412879
1.628187374,-1.600499196,5.041957359,3.721200648,4.600572636,-0.270168201,-0.253186158
2.116381935,-0.951867276,6.328927093,1.554891926,3.740285484,-1.162828756,-0.26615234
1.957457186,-1.397550712,5.572178791,2.125330835,4.40005565,-0.566141937,-0.523053582
0.653564733,-0.825615606,5.004215845,4.79746955,4.101608626,-0.023764736,0.285184844
0.662797962,-0.928610717,4.788898886,3.944947865,4.415813124,0.201912563,-0.098523494
0.99989627,-1.101824615,5.058557376,3.925087704,4.168450223,-0.472776372,0.092413069
0.927978035,-1.097134534,4.980519227,4.072159272,4.231999041,-0.35645513,0.131075184
0.687155526,-1.057686239,4.70333047,4.109353736,4.440112125,0.062611308,-0.033455303
1.583848985,-0.997376123,5.620648765,1.889697841,4.216531492,-0.423082013,-0.523770857
0.968958725,-1.389295269,4.541959681,3.710961487,4.778803338,0.184599429,-0.36280877
1.14538091,-1.157063225,5.039283718,3.138033396,4.426837983,-0.166596293,-0.305727126
1.560358675,-1.29462952,5.334516777,2.887883242,4.300794527,-0.540794796,-0.282253207
1.261680236,-1.665947585,4.590454361,3.621528861,4.763888013,-0.233317884,-0.337778949
1.473910122,-1.255066193,5.270353039,2.882079785,4.351982042,-0.402255535,-0.327568266
1.094741044,-1.453987157,4.712673866,4.298806617,4.502355417,-0.299131875,0.0147076
1.110794326,-1.367602166,4.721839367,4.170451048,4.702323611,0.268559892,-0.255689584
1.129477204,-0.691793924,5.593706237,3.462023439,3.908579765,-0.345415124,0.114884758
0.858698319,-0.994272919,4.962313819,3.576318302,4.298716966,-0.156067522,-0.095083165
1.584075361,-1.45133516,5.244756068,3.043877116,4.332395821,-0.731798591,-0.209047951
1.397618469,-1.455369673,4.946858764,3.479763409,4.591219781,-0.189347486,-0.298229769
1.866481803,-1.479109044,5.390491162,2.30090686,4.478668553,-0.531249351,-0.550901856
1.280387017,-1.18069468,5.25177504,3.128515244,4.142001751,-0.748529461,-0.057100951
1.152071402,-1.237383565,4.98043831,3.953673097,4.464665733,-0.042712338,-0.121064635
0.973816785,-0.989062915,5.091575333,3.361780766,4.2292346,-0.292611267,-0.093594394
1.31559548,-1.140886431,5.252162027,3.549347076,4.280369453,-0.26957307,-0.099819011
2.093919289,-0.928731836,6.289033666,1.44841729,3.791763601,-1.035869358,-0.358614333
1.086175453,-0.802097961,5.418829879,3.519001709,4.011294636,-0.303065869,0.025612266
1.13368983,-0.99729877,5.173594982,3.305413917,4.328861704,-0.032554281,-0.241065621
1.186935967,-1.231686804,4.976313735,3.407992732,4.486037611,-0.096614924,-0.286991032
1.280599307,-1.224858783,5.105177142,3.381798745,4.417184963,-0.195610892,-0.226635882
1.742713628,-1.400354743,5.393408018,2.712871027,4.37304699,-0.552773555,-0.370736728
-0.074116029,-1.009381511,4.056667666,5.817673297,4.523594801,0.430214217,0.324180482
1.34036827,-1.19840183,5.244087064,3.403788651,4.247854875,-0.466139174,-0.100312491
0.227722848,-1.240625401,3.967657082,5.357326285,4.900175704,0.786528217,-0.05426397
0.931237719,-1.212153693,4.791740469,3.8777891,4.453288738,-0.110885883,-0.141890995
0.664638846,-1.313896604,4.329619149,4.801858882,4.816953564,0.521606552,-0.111495618
1.142830964,-0.777668332,5.479125784,3.146265233,4.025347593,-0.292847367,-0.084742544
0.88190433,-1.068844119,4.989264801,4.413190984,4.161242741,-0.348509675,0.203637379
1.462748527,-1.586184951,4.882914028,3.781988523,4.658993919,-0.184401769,-0.270952573
0.414468533,-1.023942257,4.485800457,5.083890662,4.445561739,0.261220774,0.173763925
0.894296322,-1.270096591,4.61864729,4.005701657,4.634846808,0.156117905,-0.215168961
0.926559215,-1.203508146,4.766199376,3.907673253,4.538084034,0.073321259,-0.197923863
1.678705664,-1.227245286,5.613809044,2.864530465,4.046334622,-0.906304045,-0.099063183
1.693253973,-1.323339653,5.470576084,3.023584114,4.208331051,-0.69389541,-0.189082294
1.806170395,-1.347104305,5.541666344,2.81854308,4.240505347,-0.690840351,-0.22259526
