x1,x2,x3,x4,x5,x6,x7
2.967577438,16.01246649,-48.66861043,-8.240340601,-1.9991355,1.84346497,1.937126928
1.98738173,16.59634094,-43.37560841,-13.20932417,-2.119929074,1.988333346,2.295203059
3.132041046,14.7320226,-48.07424678,-7.990481864,-2.333802029,1.872384832,1.860059268
3.43485949,11.5773286,-46.02641361,-9.078652687,-3.150507627,1.933422674,1.821503487
2.487864477,18.74779176,-49.38743548,-9.265590647,-1.353120504,1.806075587,2.144619337
2.962338561,14.26988306,-47.22892643,-10.67383173,-2.275046257,1.859123871,2.031215067
2.407887017,16.66373821,-46.62787885,-12.0359438,-2.100281907,2.07036111,2.129514067
4.053647416,13.51161571,-50.00238411,-6.538594461,-2.180371653,1.765275748,1.84500551
2.853785788,15.95877745,-48.09323207,-8.0820481,-2.163273199,1.899594016,1.890498852
3.06199104,16.02186832,-49.3191517,-8.941962011,-1.751543982,1.784955867,2.034354539
3.841373882,13.73880677,-49.84528209,-7.016272297,-1.963379527,1.750011768,1.908359217
2.730615176,16.69405852,-48.35167999,-8.499223817,-1.942030457,1.870853774,1.953066669
3.710430057,15.1647688,-50.56004975,-5.306381571,-1.681211877,1.753347776,1.878127067
3.847401322,13.17864842,-48.75731048,-5.031775392,-2.766321888,1.863696715,1.761393712
2.55375865,15.2383634,-45.16510386,-9.29789057,-2.938059854,2.285278152,1.83040914
2.924117573,15.19661655,-47.87981598,-9.15634572,-2.151462854,1.850056474,1.959572385
3.550127096,12.39619237,-47.24750768,-7.381543622,-3.00196903,1.919103762,1.785338766
2.825749117,17.61668695,-49.66902539,-8.041674934,-1.547672479,1.79377391,2.014287051
2.899250777,15.56193611,-47.94008312,-9.199486518,-2.193617603,1.913090391,1.936289099
2.497420867,15.3061474,-45.69015422,-11.59925604,-2.383140087,2.014462931,2.051537215
4.60252132,15.18072162,-51.92027706,-2.332617087,-1.74209767,1.75051115,1.783012076
2.680301561,16.79530595,-48.80896398,-10.84013641,-1.454303927,1.762695305,2.263034507
3.126961997,12.70756749,-46.17580045,-9.483153773,-2.765691137,1.884308347,1.873714076
3.062605953,17.05333196,-50.2984102,-8.449651803,-1.39533094,1.752249299,2.114449539
3.182617759,14.88701792,-48.43496583,-7.320581274,-2.243354496,1.82802668,1.865592334
4.8209674,14.49268329,-51.76003108,-1.907331123,-2.019170955,1.754634593,1.761569577
2.77559161,15.64898371,-47.52448202,-9.345205914,-2.164765451,1.894401978,1.958660357
3.476842218,12.3571046,-47.20802637,-9.778868517,-2.749007938,1.883163614,1.889432729
4.177959091,16.01415079,-51.87858825,-4.422906887,-1.456635167,1.756628301,1.884633097
3.936638252,13.52395944,-49.53350539,-5.924289388,-2.408091267,1.797058205,1.806869471
2.433569081,16.70151169,-47.02106145,-12.09083724,-1.945349371,1.988258823,2.162925021
2.441224266,16.14136695,-45.89993075,-10.27858223,-2.43400854,2.111148452,1.953164973
2.749896272,15.18737255,-47.28935791,-10.23463176,-2.044342956,1.819491188,2.048341578
2.679274826,15.21340128,-46.90221663,-10.5582297,-2.140945723,1.8535375,2.069832768
2.461623442,15.43189376,-45.42863954,-10.63938239,-2.47426658,2.032285698,1.983552163
3.419068895,15.7644296,-49.71803894,-5.31199773,-2.117209855,1.833208591,1.806698549
2.719199615,13.57098832,-44.49999747,-9.755760946,-3.072285065,2.100818952,1.851503166
2.900664813,14.87998505,-47.19487538,-8.42937483,-2.452230376,1.923640435,1.870503706
3.388859136,14.107836,-48.56068241,-7.829662763,-2.248255543,1.802717355,1.878790115
3.028799373,11.97641674,-44.78454417,-9.553039454,-3.044500688,1.896950367,1.85963418
3.280057823,14.33087125,-48.27867443,-7.815600967,-2.329942267,1.839324611,1.863041109
2.84698501,13.20154455,-45.48081302,-11.04844602,-2.579005873,1.872804032,2.007407879
2.863863172,13.69440525,-45.5318235,-10.77208695,-2.931230592,2.15231105,1.888499499
2.88366829,17.42138567,-49.61604409,-9.187509687,-1.674518969,1.85712034,2.060742006
2.61368986,15.78149075,-46.81014885,-9.449949645,-2.2449733,1.928055507,1.95471862
3.419361368,13.21673077,-48.16387481,-8.205112558,-2.298500244,1.767982999,1.906401286
3.187143581,13.19362641,-46.73146983,-9.228414889,-2.732569942,1.914289375,1.873120364
3.804179481,13.05751389,-48.79997246,-6.373303341,-2.538873049,1.804931793,1.800422286
3.050041237,14.74801662,-48.19548453,-8.406784969,-2.0048518,1.765809358,1.972264654
2.90785283,14.43030265,-46.90180889,-10.2978662,-2.515306299,1.979099917,1.943131844
2.723988176,15.81012406,-47.44949063,-8.955185306,-2.13669299,1.875099705,1.95539278
3.090495607,14.97016238,-48.19722445,-9.388254762,-2.216099343,1.883380875,1.952581453
4.143084142,16.14070511,-51.78356054,-4.135460605,-1.521477761,1.750321653,1.852843893
2.838032005,16.82866991,-48.91873093,-9.318667825,-1.815850761,1.871429296,2.01297013
2.888158073,15.76485494,-47.83783969,-8.823665635,-2.292851391,1.983987805,1.893995348
2.945672231,14.46230288,-46.88100764,-9.06253675,-2.551322423,1.954026149,1.877095447
3.0502833,14.50063633,-47.51482348,-9.001739959,-2.436271936,1.911760459,1.899523015
3.630619511,13.50797793,-48.81227022,-7.402646161,-2.364015003,1.800002873,1.848993067
1.964315282,15.69837968,-41.39346244,-14.06848763,-2.615278175,2.261378177,2.188363488
3.11933091,14.64894911,-48.16085683,-9.052788234,-2.165426436,1.821251845,1.952359404
2.126825848,14.41208515,-40.77255351,-13.20188436,-3.303340876,2.547920768,1.973604159
2.682419782,14.57190239,-45.91533031,-10.12964247,-2.496245438,1.947630978,1.934087766
2.442755622,13.99893591,-43.19868526,-12.09979177,-3.143958927,2.328821625,1.947360009
2.897931135,16.96046633,-49.1660674,-8.448897206,-1.83567938,1.875016212,1.959424053
2.635390977,15.37017247,-46.94620876,-11.29194749,-2.033539604,1.856109911,2.112185735
3.266282577,12.44007957,-46.40086101,-9.91562185,-2.852873382,1.916300119,1.882877538
2.250180308,15.61817428,-44.16460111,-12.66707756,-2.483344014,2.14766946,2.094430438
2.647089639,14.24623071,-44.94780656,-10.41254039,-2.809694672,2.084152153,1.90398994
2.677907602,14.6203513,-45.77633415,-10.19602873,-2.640177976,2.038004631,1.910831532
3.543866008,14.48724082,-49.69228368,-7.773037917,-1.865512539,1.752194733,1.952921787
3.56340424,13.94549478,-49.13143857,-8.156546252,-2.104684019,1.773425005,1.914396881
3.718648071,13.81080597,-49.41492929,-7.66121073,-2.154060332,1.773894922,1.901089532
