x1,x2,x3,x4
0.097506836,0.146081506,0.948364753,1.072144553
0.052672947,0.114698961,0.874907709,1.560315563
0.139337645,0.095578139,1.006466206,1.034730396
0.232823959,0.163914308,0.84442897,1.675151168
0.167044863,0.143976974,0.851500601,1.190117207
0.101730478,0.228264646,1.338308159,1.184169098
0.104721729,0.099566465,2.191490514,0.818747729
0.115283826,0.073236926,0.379961203,1.235612954
0.171846116,0.133812742,0.555567073,0.905427681
0.103190013,0.098506992,1.29084069,1.133179214
0.178262789,0.114220899,0.712828833,0.742782494
0.123944439,0.114195835,0.733684902,1.057584722
0.199051022,0.124354684,0.623277842,0.947767093
0.07385704,0.083789082,1.159808093,1.291095193
0.204983192,0.167279437,0.714664403,0.759191559
0.167026148,0.228452126,0.638461155,0.818811926
0.165256607,0.094153851,0.937355839,0.801539259
0.147926669,0.149258314,1.23228336,0.716120564
0.111745828,0.109137852,0.828424465,0.748288598
0.160269832,0.312524997,1.146838378,1.267881332
0.223688305,0.13587611,2.34523182,1.01586216
0.153332637,0.10628686,1.040112615,0.824362095
0.101575997,0.08814269,0.931627781,1.315558082
0.198291027,0.171743235,1.570468036,1.251508819
0.106297785,0.163303602,1.345376826,0.926668583
0.221746378,0.218212293,0.737747112,0.596344495
0.12344115,0.098867042,0.740421479,0.833912015
0.227035894,0.193860097,1.463874037,0.649070301
0.107156671,0.133129695,0.709114555,1.078811739
0.270761503,0.168131063,0.946082364,1.514731951
0.191467014,0.096367931,0.91163626,0.731590937
0.231875055,0.159155263,0.597821288,1.662919291
0.119822875,0.108416966,1.043884745,1.894340984
0.07109035,0.108760224,0.676021192,1.342260709
0.166173852,0.053779506,0.633076746,0.971605533
0.08070472,0.165102239,1.272965199,0.926617891
0.194145987,0.132323093,0.962303427,0.979735618
0.115807228,0.215204782,1.524401695,2.207754687
0.158480182,0.175419415,0.838338454,2.070961755
0.111233099,0.106887506,1.253293395,1.035650415
0.151032459,0.054441376,0.746839628,1.661622207
0.157075683,0.166077734,0.736094312,1.205257336
0.139652147,0.106886397,0.938031608,0.89066166
0.142192222,0.152762978,1.343874944,1.155557164
0.151834326,0.070113589,1.197719923,0.955318114
0.151313017,0.111392332,1.185823909,0.718752142
0.134583593,0.127911447,1.24198292,0.987026072
0.147557796,0.079835461,1.264057555,1.115299282
0.151808318,0.123774841,1.34446274,0.623585969
0.195238883,0.14487095,1.750500083,1.432205927
0.168963923,0.172008533,1.589926909,1.184922774
0.115050676,0.372694213,0.804589828,0.703188323
0.108620569,0.300892539,0.821372069,1.224221177
0.207801643,0.100616464,0.652183768,1.285373878
0.231330129,0.179732399,1.050771824,1.693037299
0.114868147,0.120098382,1.140310125,0.732397431
0.079710423,0.16223937,0.548105936,0.86002372
0.199811072,0.113257245,0.99174113,1.466626246
0.229995347,0.16791039,0.793655059,1.154100707
0.116084763,0.133265609,1.921613657,1.22477191
0.141140003,0.359865994,1.211539422,0.822219237
0.129741154,0.093116768,1.36412607,1.062852906
0.093056785,0.178372304,1.441241765,0.728735479
0.165523213,0.155946765,1.401486168,0.447246003
0.106531512,0.081846137,1.279295704,0.84876734
0.099684443,0.087007956,2.386008304,0.796141803
0.207186314,0.111060538,1.084394893,0.950588427
0.083982629,0.146209585,1.032420801,1.190996094
0.086156442,0.091095046,0.619321636,0.878467626
0.128279161,0.176678705,4.031946056,0.599016301
0.161765736,0.153471419,4.353579863,1.149394908
0.174958701,0.130088838,4.687022684,0.637669009
0.152510389,0.27029536,3.465432488,0.755575244
0.103735288,0.179174689,3.13232775,0.988156907
0.270661987,0.078075909,6.10294017,1.251302849
0.081690165,0.120255926,4.346700466,1.117970247
0.303043049,0.226896992,4.974618731,1.112086418
0.190374933,0.195112475,3.009091575,1.009322179
0.20767852,0.111658496,6.708121285,0.94662566
0.07317473,0.10404059,3.005627017,2.368162466
0.073626757,0.106241117,5.747420466,0.41258426
0.155586082,0.151803487,5.702926026,1.017879001
0.146928917,0.146366673,3.511305605,1.001562525
0.184969461,0.126941672,8.058696609,1.486727894
0.074429208,0.159316127,12.63558505,0.978435498
0.079509523,0.077755012,2.459626928,0.951471516
0.070000209,0.143590507,2.842572655,2.423723692
0.07176566,0.092896329,11.70636037,1.599548412
0.133208568,0.111886451,3.428381954,1.412813877
0.071561757,0.156848911,3.608860577,1.695174979
0.361958552,0.142361644,4.073152808,0.878390171
0.101035527,0.106971228,6.23446177,1.257769819
0.105208771,0.062923842,3.667154044,0.590288199
0.205980753,0.12222673,3.800044378,1.234355965
0.084373373,0.091341471,7.757436898,1.82821603
0.223939217,0.099848478,5.216821046,0.77285992
0.208274866,0.135248255,3.568022942,1.717764788
0.085632599,0.103506476,7.915318632,0.855872961
0.145033752,0.284787413,1.835861721,0.594145349
0.170797847,0.106690576,7.570351259,0.831829946
0.130019582,0.182541481,4.481078563,1.016921453
0.188740228,0.130673697,2.561981584,0.982510358
0.110594265,0.048319519,5.890277974,1.389334517
0.223092129,0.127871475,10.25081125,1.246531002
0.090465503,0.188356746,5.532606492,0.732428255
0.195342245,0.143579883,6.839141505,1.293529
0.070471122,0.075736654,9.071892011,1.073186974
0.2372802,0.182137841,3.688093656,1.479919324
0.156242212,0.101177241,3.396086657,1.832419264
0.188946568,0.080915138,3.379854133,1.378589812
0.048603796,0.098301329,2.437786532,1.235853805
0.214838028,0.099962131,2.433195708,0.731788454
0.244728974,0.131517673,4.99511515,0.937729305
0.086008696,0.117596721,3.888767114,0.934699595
0.144271052,0.154415337,3.182650788,1.842896543
0.197887235,0.115814356,3.345544109,0.845125736
0.04967286,0.107915951,2.814688211,1.701812668
0.139798633,0.107852967,4.760072667,0.79369541
0.060900919,0.22721732,4.458509564,0.979341115
0.387288978,0.165684452,3.202039257,1.671382344
0.158603023,0.142785894,0.603766476,2.560721429
0.16138174,0.167211218,1.599129451,2.872774087
0.06992087,0.150189252,1.380221072,2.634585043
0.106200175,0.160164274,0.711246103,2.93093902
0.11849442,0.094909956,1.054982244,2.753081207
0.145169109,0.240628788,0.88058813,1.404222831
0.157176045,0.147851903,0.574127685,4.236748973
0.119244675,0.196336864,1.505738235,4.210634161
0.210367045,0.109366927,1.447648863,2.449361824
0.117307746,0.08932682,0.824456746,1.676862984
0.060592161,0.145219741,0.673592346,3.16060555
0.114957484,0.141969873,1.167950529,3.982406119
0.105435598,0.135595357,1.06710931,1.766835268
0.169587766,0.162970772,1.005015308,1.937270562
0.073647115,0.24105859,0.981771867,3.647648171
0.183296059,0.120884727,0.827428283,2.609664293
0.236419571,0.112292276,1.7549026,2.139264308
0.175656402,0.077911533,1.528032134,1.421125078
0.115988721,0.140661462,0.597007131,1.825765267
0.145718383,0.101066047,0.606667072,3.663625972
0.147007375,0.159173071,0.629179238,3.48165464
0.105901102,0.132101464,0.804705176,2.427774527
0.101452128,0.136088613,1.240834378,1.633228412
0.111237814,0.140962442,1.517063545,1.38189515
0.186699583,0.138959025,1.025347495,1.542471174
0.16972817,0.229677482,1.343310333,3.713547323
0.179225124,0.078451322,1.286005454,1.381035643
0.075481809,0.151077327,1.127251308,1.891041589
0.163841154,0.110508627,0.820813826,1.901358558
0.106587936,0.075820772,0.887915755,3.447137767
0.123146092,0.126362794,0.944673422,1.719127116
0.171922048,0.143668001,0.507309881,2.880591889
0.070370621,0.142052168,0.603207432,6.468050338
0.206289281,0.166815685,0.690188174,3.44069433
0.104783606,0.118473534,1.991525326,2.476977259
0.140965447,0.089828633,1.803359247,3.643948924
0.086442666,0.1686117,1.34280006,1.718903933
0.076891016,0.047022033,1.156161161,1.281732187
0.0838628,0.103104608,1.590077289,2.492383498
0.131353382,0.125025062,0.887789713,4.800699378
0.157481212,0.147405704,0.882314037,3.422537112
0.155024162,0.114284961,1.715327572,3.18170832
0.21807712,0.167883517,1.172640385,2.186983222
0.118763229,0.20612169,0.725662206,2.302216544
0.276827303,0.163417311,0.907176281,1.262751865
0.179141046,0.151553771,2.024674023,7.726843223
0.400187777,0.093447482,0.781624247,1.881851964
0.054259232,0.168000714,0.763632193,3.841588906
0.122292481,0.092049654,1.493439319,1.862215947
0.201199853,0.151895429,0.678608172,1.348479138
0.266930436,0.109186365,1.28698233,1.163751236
0.236302982,0.254129743,1.581037714,2.761231043
0.117939803,0.106199447,1.348436916,3.300963464
0.110664667,0.071317522,1.028165772,3.650232949
0.096104182,0.123761208,0.872281854,2.547683965
0.147304925,0.123130165,0.850112466,2.435889324
0.080634482,0.117263895,1.051663957,3.62300973
0.205645067,0.074733143,0.971478386,3.927914921
0.106457834,0.212670148,0.765576235,2.402241875
0.156808013,0.122329501,0.884516376,2.578224799
0.081255304,0.075573555,2.194316356,1.709366939
0.107140504,0.145608906,1.03097096,2.313930144
0.156560397,0.102949243,0.51627372,1.425433861
0.173956602,0.15480569,0.844402703,1.431753315
0.075078792,0.152153563,1.423174403,2.08058647
0.09267203,0.148768993,0.96742959,2.054256785
0.128255499,0.066107908,1.177645433,3.015488316
0.116144636,0.124199651,1.030826978,4.026944241
0.276384755,0.165907677,1.267550653,2.409450024
0.27386051,0.129707087,1.388860595,4.084462245
0.078584287,0.075136452,1.544725012,2.657780314
0.235982351,0.078813827,1.262401135,2.107596022
0.153080409,0.177493231,0.718117062,2.369219291
0.138586925,0.215998547,1.685516721,2.656245999
0.172010591,0.06863313,0.806417316,2.328965724
0.189203645,0.060732351,0.555976792,4.742100824
0.198624533,0.081614386,1.14490184,2.923717791
0.169390746,0.152827318,0.825218099,2.458252671
0.122065859,0.076433418,0.85051754,3.301372183
0.060927008,0.080130275,0.744124677,2.362113105
0.11944689,0.141972493,1.23129558,2.400961927
0.158230754,0.220879585,1.630022435,1.434212761
0.083800609,0.151006861,0.791331416,3.840164924
0.203876731,0.195723938,2.766999096,1.826532383
0.229380309,0.131514112,0.704254902,2.762918645
0.095877613,0.107426428,0.946789081,3.434620085
0.111689745,0.130969571,1.098921737,2.295700664
0.113964709,0.28382222,1.318259969,1.494283401
